Start,End,Open,High,Low,Close,Volume,Market Cap,sentiment_score
2021-04-18,2021-04-19,60028.39,60274.64,52569.439888707,56037.128717561,185812398998.3413,1045652144527.6986,0.20047118644067796
2021-04-19,2021-04-20,56183.520461118,57424.305365971,54333.899600625,55653.244867317,139509205538.41348,1052425348213.242,0.2280046875
2021-04-20,2021-04-21,55653.851876131,56983.76,53488.26,56363.62,122923034039.2283,1036449270399.1388,0.2038293103448276
2021-04-21,2021-04-22,56453.86,56715.885279141,53714.77,53889.33,114642171908.68784,1035703581381.6178,0.25904259259259255
2021-04-22,2021-04-23,53868.59,55331.427986936,50591.899618194,51843.679797905,127377801203.73653,1005208001116.4878,0.31803000000000003
2021-04-23,2021-04-24,51740.14985221,52049.554245881,47731.2,51020.041151817,172670297787.2005,931686556046.2334,0.2777828125
2021-04-24,2021-04-25,51084.098508532,51084.098508532,48769.318568821,50007.715949987,118673612341.0492,934950269595.5848,0.28793437499999996
2021-05-25,2021-05-26,38695.568599084174,39718.89322175043,36544.91425422477,38165.78817561584,87992997205.33333,711605190043.6975,0.2891240740740741
2021-05-26,2021-05-27,38318.94119977362,40709.5948084184,37953.434317840096,39184.76165413112,75075011441.77777,733964555265.7438,0.24992666666666666
2021-05-27,2021-05-28,39228.17715442078,40249.96678411985,37208.09,38479.69228455568,71587942584.88889,725542174810.8517,0.18727118644067794
2021-05-28,2021-05-29,38453.42612735857,38760.06115752112,34780.97,35670.7,70858555177.92334,684848737522.1329,0.23569107142857143
2021-05-29,2021-05-30,35664.87,37151.65761007564,33662.245364841816,34523.41,78991545500.44444,659570931291.0194,0.16326000000000002
2021-06-20,2021-06-21,35548.68,35906.57,33457.077021727666,35648.517163470904,55193357752.888885,657157712382.2627,0.2925653846153846
2021-06-21,2021-06-22,35677.32936814285,35677.32936814285,31297.75,31606.39,78609740781.77936,621632197016.7451,0.20948266666666668
2021-06-22,2021-06-23,31694.01,33282.26977572051,28899.97,32366.97,97091051263.10802,599557521030.0839,0.329478125
2021-06-23,2021-06-24,32470.84,34720.77,31769.26,33646.15,96666188116.1272,632330156621.0592,0.35707534246575345
2021-07-02,2021-07-03,33504.93,33861.64,32781.64959335166,33846.0070871488,53898509084.44444,623898253988.0905,0.32236818181818183
2021-07-03,2021-07-04,33803.88375786083,34884.82,33402.3,34698.303128850115,40253461668.6993,642886925899.2306,0.28355211267605634
2021-07-04,2021-07-05,34674.43978745392,35920.38,34400.028673034234,35312.38754419704,38805155754.66666,661282250051.1537,0.39875873015873015
2021-07-05,2021-07-06,35308.197876200415,35308.197876200415,33125.6,33866.5447497376,50617003704.888885,639199767237.0688,0.27999861111111113
2021-07-16,2021-07-17,31750.78,32181.79523298679,31110.21246522186,31385.55,54022773717.333336,595476652907.6882,0.1995962962962963
2021-07-17,2021-07-18,31382.29,31887.17,31207.82,31570.17,39981969159.11112,591794208880.108,0.39965142857142855
2021-07-18,2021-07-19,31513.0,32372.27,31309.97,31813.0,35431331811.55556,595821087426.8726,0.46205833333333335
2021-07-19,2021-07-20,31771.72,31882.70299300493,30553.73,30851.95,36608378154.66666,584947899229.4613,0.23122424242424242
2021-07-20,2021-07-21,30813.64,30944.29,29354.71,29759.93,47087937607.11112,559670772835.0381,0.27259545454545453
2021-07-21,2021-07-22,29801.49,32766.056556760603,29541.54,32142.94,50268395206.020905,585072482636.4813,0.3107761904761905
2021-07-22,2021-07-23,32129.59,32489.11,31734.31,32338.55,54591578894.22222,602767264602.4695,0.2775029411764706
2021-07-23,2021-07-24,32293.94,33506.09381526193,32075.86308172612,33506.09381526193,43696585344.0,609309809498.1527,0.3551940298507462
2021-07-24,2021-07-25,33577.412875668226,34484.24,33432.42030910474,34211.77,48296097848.888885,635148001917.1866,0.3658777777777778
2021-07-25,2021-07-26,34245.83566585404,35244.4,33899.69546825606,35227.35,40433578091.03833,644752032173.7955,0.3234089552238806
2021-07-26,2021-07-27,35340.07,40497.987881956826,35321.9,37211.42,84057801560.30663,718521334086.5028,0.26673636363636366
2021-07-27,2021-07-28,37292.76,39204.3,36462.03,39184.61,88056814919.11111,706886857254.6987,0.43173
2021-07-28,2021-07-29,39454.99,40816.35,38937.84,39999.97,86298185116.44444,747991262254.2721,0.31753582089552235
2021-07-29,2021-07-30,40016.36,40542.05,39339.65928172077,39993.53,71065073251.55556,747876722584.4337,0.4938441176470589
2021-07-30,2021-07-31,39990.47,42094.78,38371.28193158816,42094.78,58156415288.888885,743518127668.9724,0.33155172413793105
2021-08-04,2021-08-05,38200.89,39940.046053650265,37616.06,39772.47169848371,55749176732.44444,726853585219.335,0.37038571428571426
2021-08-05,2021-08-06,39740.02633556848,41286.96,37462.49609672439,40849.95098301631,59042920661.333336,740145761053.042,0.2024625
2021-08-06,2021-08-07,40863.395308199055,42997.39,39960.03693014494,42792.78790278553,70411983530.66667,776250570813.4419,0.30523857142857147
2021-08-07,2021-08-08,42775.45632742099,44665.77153480004,42690.12645090558,44665.77153480004,74440143148.75525,817328586551.6235,0.3349546875
2021-08-08,2021-08-09,44598.25,45262.10928386794,43332.65926046612,43780.238803238186,75737447466.66667,832151493680.0063,0.4121
2021-08-09,2021-08-10,43793.24565396788,46433.78513251518,42875.91536457145,46265.47427585355,74184672056.88889,842714141698.1423,0.28419054054054055
2021-08-14,2021-08-15,47794.48831430701,48083.78692929995,46151.3639764997,47053.5097,63747047793.77778,884526105404.9858,0.25267999999999996
2021-08-15,2021-08-16,47056.9824,47320.043,45608.9681,47057.4919,60388411064.888885,871847138944.4528,0.3666044776119403
2021-08-16,2021-08-17,47056.2741,47968.2045,45669.48158944567,45906.7425,66521713774.60627,881240961277.8623,0.3989079365079365
2021-08-17,2021-08-18,45942.6024,47029.59826076956,44569.5598,44569.5598,76216552899.13287,863499932236.137,0.3775462686567164
2021-08-18,2021-08-19,44681.517,45892.6758,44342.7328,44856.0324,74813786339.55556,847896521850.9545,0.4112722222222222
2021-08-19,2021-08-20,44752.5042,46907.19985180653,43977.69169510481,46666.8683,57015323932.44444,849460246207.7261,0.303
2021-08-20,2021-08-21,46753.2071,49290.63142292472,46669.4994,49270.61314785449,64823787278.22222,897465475109.4467,0.34099999999999997
2021-08-21,2021-08-22,49307.45728783004,49685.0916,48344.5907,49000.4242,66932790903.52613,920956990033.8217,0.37929344262295084
2021-08-23,2021-08-24,49279.95149462958,50444.79608877101,49095.00496472142,49486.4032,63427233891.55556,937077207548.4132,0.33308333333333334
2021-08-24,2021-08-25,49540.1129,49828.03845186318,47734.0314,47734.0314,65083046847.552444,919046656036.4778,0.2764527272727273
2021-08-25,2021-08-26,47680.9414,49158.38949410668,47167.0213,48939.9658,60151994652.44444,906908256405.464,0.35277051282051286
2021-08-26,2021-08-27,48987.1091,49327.9881,46471.708,47130.6185,63803503262.77352,889986412584.5696,0.3908876712328767
2021-09-10,2021-09-11,46376.4646,47022.950323068086,44238.2997,44833.0831,55572355650.006966,863815094640.0983,0.2568948275862069
2021-10-18,2021-10-19,61543.26469764322,62548.00970571279,60293.98,61953.2331,98838596113.9021,1164673652771.048,0.3389871428571428
2021-10-19,2021-10-20,62020.0126,64428.9705,61735.8207,64217.0839,85006746873.66785,1182180787104.1194,0.2732714285714286
2021-10-20,2021-10-21,64252.7263,66931.09229192653,63641.1954,65986.30293718613,97986327751.11111,1224181952163.0308,0.270785
2021-10-21,2021-10-22,65961.04976056097,66605.56915710909,62072.18130090652,62298.093007718286,114587804017.77776,1212679643295.3584,0.42540333333333336
2021-10-22,2021-10-23,62196.96438572152,63656.365580547885,60156.94243643504,60694.00000650834,105551377578.66669,1172124092074.4678,0.21022295081967216
2021-10-23,2021-10-24,60690.28731420007,61723.89096650808,60130.010341058136,61238.6222,99046595242.66669,1151640556060.208,0.3562719298245614
2021-10-27,2021-10-28,60332.0231,61445.13251579432,58299.98097610285,58681.0152,84438787370.66667,1121518780792.2908,0.28647288135593224
2021-10-28,2021-10-29,58437.9831,61940.1053,58239.8096,60438.74647138581,99674333809.77776,1135296673708.2756,0.33824
2021-10-29,2021-10-30,60599.65957349495,62945.44056558977,60340.723739313726,62220.293663782926,86787949710.22223,1160996948405.6438,0.3922277777777778
2021-11-04,2021-11-05,62906.69418184757,63048.313016176886,60739.96193323109,61367.933830973,91063906304.0,1165914279822.193,0.3649031746031746
2021-11-05,2021-11-06,61419.269642668994,62479.96391886812,60770.0089,61026.01799193046,78060530858.66667,1159811159095.9463,0.38759032258064513
2021-11-06,2021-11-07,60958.6657416197,61525.44862120709,60082.7512,61416.30848197429,67753831523.55556,1149465104139.7131,0.3230686567164179
2021-11-11,2021-11-12,64933.599774562026,65579.54906232544,64198.97340220052,64800.36101601352,100838867968.0,1224666570146.1018,0.32221967213114755
2021-11-12,2021-11-13,64774.2645010658,65379.9618,62434.00795821887,64315.36363608923,71878085660.44444,1210870198644.8486,0.3026046875
2021-11-18,2021-11-19,60347.5863,60862.7211,56542.1638,56749.2716,86652421148.44444,1113747141785.6326,0.26626666666666665
2021-11-19,2021-11-20,56959.90006641718,58289.3682,55653.0576,58046.889146434674,98574108785.77776,1079380838316.2904,0.2918323076923077
2021-11-24,2021-11-25,57531.14976857376,57693.8412,55970.38654281419,57103.4606,92075052088.88889,1071282953938.9489,0.29355
2021-11-25,2021-11-26,57193.1442,59332.884,57011.14864912526,58907.050757878096,85144802119.11111,1099471586191.521,0.33806521739130435
2021-11-26,2021-11-27,58913.59806474905,59120.010546789614,53660.19376229783,53663.60159320845,90868399886.22224,1051040419402.7274,0.2649703125
2021-12-11,2021-12-12,47130.0125,49450.048176923,46987.9646,49286.3666307345,63290674631.11112,915574764208.5878,0.1796359375
2021-12-17,2021-12-18,47646.9818,47963.7901,45732.72929005191,46305.32715138494,57135221176.888885,889687060026.4575,0.297934328358209
2021-12-29,2021-12-30,47547.8655,48112.02147184699,46272.66298055319,46408.30267099845,88269733930.66667,899887200649.7673,0.21348787878787878
2021-12-30,2021-12-31,46430.48122440896,47876.49183896358,46077.72227603683,47161.0092,122924810126.22224,890774200999.6896,0.23957704918032788
2022-01-11,2022-01-12,41835.6622,43049.98235173686,41284.8914,42674.2972,74616303444.73868,798516202518.9921,0.18606825396825397
2022-01-12,2022-01-13,42710.8475,44168.1279,42470.150040559376,43900.027,54479088241.77778,817199869441.5336,0.4237619718309859
2022-01-13,2022-01-14,43888.844,44290.042286797296,42334.35468952263,42580.3303,50948501191.11112,821822974369.9554,0.2763116883116883
2022-01-14,2022-01-15,42549.959,43387.73825208463,41808.15115565882,43068.7265794597,62549530396.44444,808978928444.1011,0.32171492537313434
2022-01-19,2022-01-20,42373.5257,42472.49706521905,41204.1748080978,41676.49877717717,53128314580.29269,793440774216.9891,0.28477884615384613
2022-01-20,2022-01-21,41697.059338602194,43443.98497110744,40630.03387498464,40673.94411547012,49528825059.55556,799069350717.9862,0.11644915254237288
2022-01-21,2022-01-22,40721.94741253595,41050.38990605082,35728.0153,36400.668,86773141888.0,732232020498.2672,0.20668823529411764
2022-01-22,2022-01-23,36452.3925,36690.31765209918,34299.962417269286,35015.93463281712,105799073362.34966,672308016424.7322,0.26781935483870967
2022-02-09,2022-02-10,44017.46576126489,44748.5419,43160.2133,44283.9142,68034018631.11112,832281102950.0829,0.2278569230769231
2022-02-14,2022-02-15,42046.3787,42770.060195249614,41661.351690037576,42594.94190251804,47232394516.65965,800465237037.5719,0.3669
2022-02-15,2022-02-16,42550.18171432489,44701.42103075893,42480.31932056438,44602.5315,58821263488.0,831732771858.3408,0.36495
2022-02-16,2022-02-17,44522.9589,44522.9589,43367.6442,43997.7116,51244306560.44599,833896616078.0549,0.3190253731343284
2022-02-17,2022-02-18,43874.0659,44101.5051,40214.02227116538,40491.0412,59257593216.0,808358041670.2672,0.3937934426229508
2022-02-18,2022-02-19,40528.1251,40924.0971643536,39629.33836495803,39976.235950323,67854684188.54356,765918052415.2015,0.2323594202898551
2022-03-02,2022-03-03,44404.9179,45173.58089764408,43387.8769,43938.47684298478,77745565525.33333,835633793463.6266,0.3445888888888889
2022-03-06,2022-03-07,39399.035,39637.1481,38155.2867,38385.18524878165,40023234666.66666,740361513818.548,0.28074838709677413
2022-03-07,2022-03-08,38398.9354607035,39399.96846470857,37172.818131092376,37991.87947414978,61781654513.77778,725961264635.0005,0.24843676470588233
2022-03-08,2022-03-09,38021.16231415389,39333.7131,38021.16231415389,38724.82008947423,87695148501.33333,733186143516.7676,0.21433230769230768
2022-03-09,2022-03-10,38741.22397745815,42508.69721497177,38680.08467850055,41955.06531614912,81739633848.88889,788164037667.2638,0.1841453125
2022-03-10,2022-03-11,41950.43523594227,42002.187856196026,38770.03143066984,39461.35101564641,117700388864.0,751963347858.4833,0.3289854545454546
2022-03-14,2022-03-15,37784.66665010009,39808.38172833617,37590.8815,39599.024365049096,47001002609.77778,735083105284.8849,0.33623823529411767
2022-03-15,2022-03-16,39669.01846865842,39805.3996145928,38230.9419,39302.01678630948,54149954759.11112,740438348991.7085,0.35361290322580646
2022-03-16,2022-03-17,39301.17955557872,41538.6006,38964.63681554416,41147.27988596017,74235084060.44444,763561055615.3599,0.37916060606060603
2022-03-17,2022-03-18,41115.36918284445,41306.80617462037,40600.029,40958.22516015476,68916952832.0,776343262406.2043,0.16658805970149254
2022-03-18,2022-03-19,40912.96043314478,42231.7199,40255.88646553978,41767.098165348754,53167419719.11112,777374367214.8342,0.2842934426229508
2022-03-19,2022-03-20,41752.50101772297,42357.0528,41585.9581249964,42166.22954211902,47396630065.77778,794482952303.178,0.29757611940298506
2022-03-20,2022-03-21,42207.510235466405,42279.9997,40980.51146492036,41252.05198823504,39440414008.888885,790398950958.88,0.34920588235294114
2022-03-21,2022-03-22,41219.86354366206,41498.26616840691,40534.251168005576,41051.83345848992,48679170659.55556,780302969090.3701,0.2968848101265823
2022-03-22,2022-03-23,41064.53842819355,43176.92782142878,40940.054736085134,42376.74421839415,66069747399.11112,805991263113.6401,0.29755
2022-03-23,2022-03-24,42362.02322597411,42925.97797981788,41810.05688969178,42925.97797981788,55434469875.51219,802216470987.2006,0.307403125
2022-03-24,2022-03-25,42901.78798943004,44196.38125212146,42726.38466225451,43948.891125071685,58305154460.44444,822842858825.653,0.34138548387096773
2022-04-13,2022-04-14,40074.96196733759,41377.56615658335,39608.70805860579,41160.0481,73354177156.47552,769181253554.6332,0.3780909090909091
2022-04-14,2022-04-15,41131.7362,41492.7993,39672.103268641134,39909.71686623459,111088440361.26009,773019068518.5208,0.3309768115942029
2022-04-15,2022-04-16,39933.888799896726,40596.1495,39837.744139263465,40558.127,62222356110.22222,764750253259.7134,0.4142969230769231
2022-04-16,2022-04-17,40554.4702,40645.81037104386,40005.0641,40386.5108,35562888234.666664,767846795179.5785,0.29528125
2022-04-17,2022-04-18,40374.3856,40565.43547999705,39617.521,39678.0001,31897051043.55556,766257664501.561,0.2582175675675676
2022-04-18,2022-04-19,39695.5398,41023.07300521606,38723.5499,40826.6711,60921696974.22222,754101790795.4287,0.2340920634920635
2022-04-19,2022-04-20,40799.9436,41633.6102,40608.30249202884,41504.4185,70678190372.57143,780493478213.8535,0.28166029411764704
2022-04-20,2022-04-21,41493.8019,42130.14252492599,40954.56863452065,41363.50366362778,69240966368.78049,788247505332.2672,0.32531857142857146
2022-04-21,2022-04-22,41353.67675611718,42940.9,39951.301132489774,40528.7777,73691646478.22223,792867627807.1145,0.2557203125
2022-04-22,2022-04-23,40480.3508,40759.0684,39285.1652,39757.5541,81778114660.25175,763437909024.0104,0.34584109589041095
2022-04-27,2022-04-28,38115.3023,39364.6236,38028.0629,39248.43928178208,73618715406.22223,738288778490.7262,0.2572779661016949
2022-04-28,2022-04-29,39235.7651,40306.95215533668,38935.6728,39749.9386,65834105863.16084,753560180406.2151,0.3224169491525424
2022-04-29,2022-04-30,39746.6764,39909.9063,38197.3721,38592.0044169865,67804116465.77778,743673916875.6494,0.3026920634920635
2022-04-30,2022-05-01,38600.0198503306,38767.5896,37653.4124271168,37660.452922140656,56363985095.11112,732444173875.6274,0.3242515151515152
2022-05-01,2022-05-02,37636.0214183511,38615.5987,37572.22979998869,38467.094,49695227037.82079,723843145851.6198,0.3684588235294117
2022-05-02,2022-05-03,38465.5131,39073.3888896401,38223.90525184344,38503.90959019409,65011354367.01158,736164254475.7926,0.30976911764705883
2022-05-10,2022-05-11,30106.4345631016,32574.53985506824,29853.414538436493,31024.7033,127314423495.11111,596373223036.4463,0.24804516129032259
2022-05-11,2022-05-12,31000.9768,32038.594344299054,28303.805558669173,28984.5358,103426550994.50871,582283878616.3818,0.1938671875
2022-05-12,2022-05-13,29044.2593,30133.2174,26812.8459,29130.0386,137849705984.0,543919496621.11694,0.27054923076923076
2022-05-13,2022-05-14,29012.3858,30990.356159510426,28784.978,29250.004,143425804515.55554,574594869134.2246,0.039367741935483876
2022-05-22,2022-05-23,29445.062122180065,30426.8779609496,29246.77654664081,30366.04222096173,34792840362.666664,567574103618.3665,0.253979365079365
2022-05-23,2022-05-24,30295.927741628228,30619.925588456168,28887.00372215652,29114.081131154417,49091907997.88153,573306612491.278,0.31325000000000003
2022-05-24,2022-05-25,29096.33018763284,29794.4733,28749.97892772603,29674.1123,61173457223.11112,558378843638.2286,0.34976818181818187
2022-05-25,2022-05-26,29654.5966,30201.4321,29382.542394489537,29557.533735644305,59054062151.11112,566957692688.2798,0.19879565217391307
2022-05-26,2022-05-27,29554.5432,29868.8204,28143.43486121561,29353.619262832577,67488629632.0,561112897767.9299,0.28233833333333336
2022-05-27,2022-05-28,29194.91,29357.66681488951,28291.035137326708,28606.47447261681,79709591395.55556,550545723746.2874,0.13488103448275862
2022-05-28,2022-05-29,28605.61108816132,29144.959374974995,28543.15570935087,29047.060268766745,52117457770.66666,550403459998.9204,0.25674920634920634
2022-05-29,2022-05-30,29031.307367141795,29530.42291497669,28855.5589,29445.7241,29084438122.666668,555225725632.1536,0.27438852459016394
2022-05-30,2022-05-31,29468.0772,31882.6501,29319.42997636936,31720.0295,50971087599.88812,583248423788.6276,0.2728655172413793
2022-05-31,2022-06-01,31734.2022,32298.41752086256,31242.241101424075,31852.83438318997,70227787192.88889,604248798473.6744,0.31388787878787877
2022-06-01,2022-06-02,31779.99955446586,31945.459415006106,29490.850881285507,29789.42113357093,64099978301.0807,592142241617.2382,0.18891475409836067
2022-06-02,2022-06-03,29795.17499385396,30614.120551257136,29628.060046270373,30441.46505023028,72164759239.11111,572595501230.2693,0.23999354838709677
2022-06-03,2022-06-04,30461.94853738794,30648.679796976165,29353.70494799074,29717.55804641601,53726854599.11112,571530787432.2441,0.29767162162162164
2022-06-04,2022-06-05,29705.77615194857,29927.82369537749,29475.2174,29840.075215941404,39962044160.0,566064779259.4678,0.3593885245901639
2022-06-14,2022-06-15,22456.78080218805,22982.3322,20869.158518576125,22209.515,123594977869.24911,423267130396.7601,0.2488439393939394
2022-06-15,2022-06-16,22174.8006,22653.35755974927,20142.25361382632,22490.59072731445,90580280561.77776,407624997348.3882,0.20652500000000001
2022-06-17,2022-06-18,20406.0243,21292.183,20267.28728020059,20468.2145,67973860679.11112,394848790059.14685,0.2748701754385965
2022-06-18,2022-06-19,20461.9237,20741.739095630324,17697.70249655679,19007.5031,61457061780.96167,369023241511.3683,0.1943655172413793
2022-06-19,2022-06-20,19010.4765,20706.3161,18022.46950501365,20554.9027,82744323328.0,368085789556.554,0.23926714285714284
2022-06-23,2022-06-24,19975.729925447067,21160.101480528872,19975.729925447067,21075.1688,50275136312.888885,391754411545.6918,0.3662627118644068
2022-06-24,2022-06-25,21097.6645,21461.36527971667,20764.6157,21279.532329177902,49938802076.44444,402565105296.2989,0.2635160714285714
2022-06-25,2022-06-26,21221.52690442072,21528.4212,20941.2133,21499.971037134244,45185609102.22222,405779943182.65765,0.30134333333333335
2022-06-26,2022-06-27,21504.60596690371,21836.73783767194,21001.37869884742,21029.2163,36017590144.0,407726053064.8783,0.3049971830985916
2022-06-28,2022-06-29,20715.20137276269,21183.62153209416,20223.8036066242,20293.4508,42703964992.0,395180734750.90894,0.23987619047619047
2022-06-29,2022-06-30,20278.898,20389.37345581186,19907.769822893093,20101.12,45608149548.5993,384572998161.4384,0.22194492753623188
2022-07-02,2022-07-03,19266.38852218806,19425.75551364793,19036.13150087182,19246.50948842687,39790523569.77778,367230819438.1408,0.15624237288135592
2022-07-03,2022-07-04,19249.34729889521,19567.1081,18973.251867430583,19310.0755,29227636337.77778,365991968153.1942,0.3186921875
2022-07-11,2022-07-12,20849.271921637504,20849.271921637504,19930.490384877103,19992.2945670274,49043628074.66666,391019023393.65216,0.15991724137931035
2022-07-12,2022-07-13,19961.3583971162,20043.3868,19313.260763230774,19313.260763230774,48327162040.888885,377450556442.84753,0.3037216666666667
2022-07-13,2022-07-14,19330.0263,20223.0186,19001.01635110447,20187.1528,55545072384.0,374601942548.6022,0.25592
2022-07-14,2022-07-15,20241.3541,20748.38330233335,19659.5601076056,20587.5358,67129015438.22222,385428719518.8273,0.24353384615384616
2022-07-15,2022-07-16,20587.367,21161.5687287193,20406.85344948328,20831.31137190196,70225059640.19513,396977697387.6409,0.35779833333333333
2022-07-16,2022-07-17,20825.95712567454,21507.169268836857,20514.6608,21192.11367285276,67204086400.0,398560864419.2178,0.15940000000000001
2022-07-17,2022-07-18,21207.850954037367,21605.869305574124,20769.40225729633,20769.40225729633,63000171477.333336,405280805586.6238,0.3038772727272727
2022-08-30,2022-08-31,20295.057469407144,20558.0115,19595.5805,19768.0653,59130067821.71429,385411494436.5063,0.35049833333333336
2022-08-31,2022-09-01,19794.2573,20438.013302173287,19794.2573,20046.9471,68910236344.88889,386652241579.5222,0.19876615384615384
2022-09-01,2022-09-02,20053.474,20185.9976,19619.6549,20145.5884,59976236430.22222,382219556944.8095,0.204565
2022-09-02,2022-09-03,20123.43013005395,20409.61699052923,19787.50041417901,19927.5466,53777627899.54007,384504946573.6701,0.2637509090909091
2022-09-03,2022-09-04,19957.5713,20046.5481,19678.207,19834.795622562902,46422244778.66666,379758022134.11896,0.28190746268656713
2022-09-04,2022-09-05,19830.80645739004,19999.5965774669,19620.9343,19975.30810008814,30188903488.0,379030074894.12897,0.19616438356164384
2022-09-11,2022-09-12,21648.39,21810.00020825588,21381.9013,21789.45241062056,51346227840.0,413658530577.9497,0.32311666666666666
2022-09-12,2022-09-13,21818.602960045457,22458.633314149367,21589.69465603349,22387.938627526622,69203768618.66667,423653315759.19147,0.2699769230769231
2022-09-13,2022-09-14,22399.97823239505,22698.77166532257,20032.1647,20172.39245600376,81152505173.33333,412380903690.47406,0.10380923076923078
2022-09-14,2022-09-15,20175.70208744156,20486.084349024823,19748.013188581896,20251.71983492235,84479598023.11111,387241698025.5125,0.2629218181818182
2022-10-09,2022-10-10,19415.1815,19539.48528003435,19330.10300199106,19436.3351,32508420906.666668,372595217766.47504,0.3680209677419355
2022-10-10,2022-10-11,19443.0047,19516.1351,19100.813704659344,19135.374021730357,43632528537.4216,370405445216.0032,0.3443428571428572
2022-10-11,2022-10-12,19133.077336484497,19256.37997832252,18889.956348357,19045.5416,58945067207.11112,365469491546.38354,0.2325245283018868
2022-10-12,2022-10-13,19060.6544,19206.1014,19024.1102,19157.97734844041,57228996065.67247,366398495488.1397,0.2137948275862069
2022-10-13,2022-10-14,19155.03423228382,19454.676403000394,18290.6714,19380.689298843845,66306380332.5993,364703127203.40576,0.1560644736842105
2022-10-14,2022-10-15,19380.655778675835,19891.3268,19096.9897,19191.0274,94607306808.88889,374023157206.5154,0.2039515625
2022-10-15,2022-10-16,19182.2476,19219.5647,19026.2672,19054.8847,55450156103.11112,366826934382.2466,0.2528677966101695
2022-11-07,2022-11-08,20918.1723,21042.8703,20447.2795,20591.7459,75255069696.0,398070575313.9509,0.2717375
2022-11-08,2022-11-09,20590.7499,20657.6234,17641.1588,18528.52092702272,116085599715.55556,374846106438.49927,0.1423402985074627
2022-11-09,2022-11-10,18545.16181674136,18566.716755985264,15652.5911,15789.342422998145,164641074119.1111,335837205845.98627,0.15107796610169494
2022-11-10,2022-11-11,15897.516595524545,18179.295573160125,15866.931777499693,17590.41467373285,154013330318.22223,325301411702.0083,0.13359538461538462
2022-11-11,2022-11-12,17592.6207,17675.2616,16453.919131783343,17104.1984,108607980856.88889,328039991720.39703,0.12891643835616437
2022-11-13,2022-11-14,16800.9926,16933.5745,16272.7358,16349.997597081689,39952276053.333336,319120153090.6926,0.21016470588235295
2022-11-14,2022-11-15,16331.35217790576,17151.974261932253,15838.3193,16630.63746440169,64554331975.11112,315536886023.03705,0.1648377049180328
