Date,Start,End,Open,High,Low,Close,Volume,Market Cap,Detrended
2021-06-10,2021-06-10,2021-06-11,37343.28596074506,38252.79,35840.02,36870.06,79255034405.46341,692715176885.7372,-13443.541024943108
2021-06-09,2021-06-09,2021-06-10,33403.62668135009,37505.98586550245,32431.61,37345.044921562585,72582508401.77777,652523327949.7869,-13024.2059837981
2021-06-08,2021-06-08,2021-06-09,33566.18,33999.95541476688,31221.09,33369.1380606844,67316790680.16783,615422095652.6302,-17055.762725093868
2021-06-07,2021-06-07,2021-06-08,35827.5,36782.91,33550.00408032163,33550.00408032163,51875832504.888885,671980076063.1576,-16930.546585874217
2021-06-06,2021-06-06,2021-06-07,35512.37,36395.119909170506,35300.45,35781.01,54522810549.372696,673081231184.9684,-14755.190546613427
2021-06-05,2021-06-05,2021-06-06,36847.86,37883.494507432944,34920.83,35510.26,60989365546.66666,685053016475.5913,-15081.590427031006
2021-06-04,2021-06-04,2021-06-05,39192.46,39192.46,35779.58,36908.14,67365715555.55556,694379238360.5186,-13739.360307448587
2021-06-03,2021-06-03,2021-06-04,37573.72,39429.13,37258.55,39152.71,58852534940.44444,721335768939.0715,-11550.440187866167
2021-06-02,2021-06-02,2021-06-03,36679.41,38208.60716929174,36035.88,37622.43,65099865344.0,697910974156.7079,-13136.370068283744
2021-06-01,2021-06-01,2021-06-02,37271.48845183348,37790.2364314989,35743.88922233156,36606.39,67803254598.466896,684853201608.0616,-14208.059948701324
2021-05-31,2021-05-31,2021-06-01,35634.7,37491.61,34214.44834756519,37303.750088697365,84345634530.56445,676387670384.3842,-13566.349740421545
2021-05-30,2021-05-30,2021-05-31,34575.84,36310.19,33528.7,35618.15758307902,74745448304.78322,663876381066.3003,-15307.592126457472
2021-05-29,2021-05-29,2021-05-30,35664.87,37151.65761007564,33662.245364841816,34523.41,78991545500.44444,659570931291.0194,-16457.989589954064
2021-05-28,2021-05-28,2021-05-29,38453.42612735857,38760.06115752112,34780.97,35670.7,70858555177.92334,684848737522.1329,-15366.349470371657
2021-05-27,2021-05-27,2021-05-28,39228.17715442078,40249.96678411985,37208.09,38479.69228455568,71587942584.88889,725542174810.8517,-12613.007066233557
2021-05-26,2021-05-26,2021-05-27,38318.94119977362,40709.5948084184,37953.434317840096,39184.76165413112,75075011441.77777,733964555265.7438,-11963.58757707569
2021-05-25,2021-05-25,2021-05-26,38695.568599084174,39718.89322175043,36544.91425422477,38165.78817561584,87992997205.33333,711605190043.6975,-13038.210936008552
2021-05-24,2021-05-24,2021-05-25,34794.268327071324,39670.04,34500.65772778616,38619.39710028808,108924114127.66434,691331455616.9635,-12640.251891753891
2021-05-23,2021-05-23,2021-05-24,37499.78,38198.16,31282.72036952493,34834.68224245205,86352787200.0,655319326893.7573,-16480.6166300075
2021-05-22,2021-05-22,2021-05-23,37222.41634232098,38706.64,35460.72261760194,37555.0,113989186247.11111,701047511242.1075,-13815.948752877128
2021-05-21,2021-05-21,2021-05-22,40480.23,42023.62,33610.37,37242.94270458837,111544715889.77776,730875968423.0165,-14183.655928706336
2021-05-20,2021-05-20,2021-05-21,36860.232114838,42326.97,35183.744181639,40389.77810720434,189296826007.0065,744282948119.5409,-11092.47040650795
2021-05-19,2021-05-19,2021-05-20,42853.964570925,43499.889793297,31500.003377076,36974.614735375,145277986785.24896,730792972233.5671,-14563.283658754874
2021-05-18,2021-05-18,2021-05-19,43532.313050801,45697.75,42370.444854229,43019.774295314,97378342014.94267,826103820088.321,-8573.773979233454
2021-05-17,2021-05-17,2021-05-18,46408.69,46408.69,42289.753922845,43590.922172391,113942304201.84547,828487211711.7584,-8058.275982574036
2021-05-16,2021-05-16,2021-05-17,46770.57,49696.092539697,44041.162085149,46395.05,86152547557.68709,892441182837.7075,-5309.798035382613
2021-05-15,2021-05-15,2021-05-16,49862.094791457,50567.657601214,46774.63,46786.61,80418871902.0039,913495927383.294,-4973.887915800195
2021-05-14,2021-05-14,2021-05-15,49702.013319476,51384.653805317,48900.166788605,49884.92,104643650677.32684,937878585892.2268,-1931.227796217776
2021-05-13,2021-05-13,2021-05-14,49776.068016473,51298.13,47215.481324138,49655.621033883,147012793468.8513,931899652928.1764,-2216.1766427523544
2021-05-12,2021-05-12,2021-05-13,56677.851352432,57885.799310842,50482.434481737,50482.434481737,91534666588.09145,1045391438304.2491,-1445.013075315932
2021-05-11,2021-05-11,2021-05-12,55805.029620234,56828.855427671,54549.925400354,56721.833840935,109665832582.4177,1044004192054.6908,4738.7364034644925
2021-05-10,2021-05-10,2021-05-11,58215.443921265,59447.870498163,54598.965948744,55772.281248757,97599777790.61288,1079307825850.6244,3733.533930868907
2021-05-09,2021-05-09,2021-05-10,58770.012956157,59112.958931223,56327.674648063,58169.727616902,102692816568.36444,1083790449997.3892,6075.330418596328
2021-05-08,2021-05-08,2021-05-09,57336.81,59430.905838741,57008.19,58711.172030754,96516445928.84604,1093435833061.5576,6561.124952030739
2021-05-07,2021-05-07,2021-05-08,56387.69,58550.191536919,55406.838866197,57339.55,96543881308.77055,1061921862761.8704,5133.853040859161
2021-05-06,2021-05-06,2021-05-07,57424.97,58305.62093566,55400.036935351,56484.49,97608603995.23251,1064446944567.3044,4223.1431604415775
2021-05-05,2021-05-05,2021-05-06,53233.729539004,57850.88587032,53233.729539004,57338.36,104577993093.7576,1044403338260.6989,5021.363280024001
2021-05-04,2021-05-04,2021-05-05,57160.54134024,57160.54134024,53300.384692082,53329.387643742,104329510588.68814,1033465775783.5198,956.7410433484183
2021-05-03,2021-05-03,2021-05-04,56566.43,58895.89,56552.03,57211.408640625,79856745597.95123,1082878568187.483,4783.112159813842
2021-05-02,2021-05-02,2021-05-03,57794.46273326,57853.379957039,56149.038294697,56563.76,70170320535.81009,1062364792634.545,4079.8136387712657
2021-05-01,2021-05-01,2021-05-02,57710.513314636,58433.61184289,57105.143681495,57793.518868245,84085140057.66035,1079591278280.623,5253.922626598687
2021-04-30,2021-04-30,2021-05-01,53548.82,57814.945103923,53099.4,57758.646931212,81510348962.76573,1032701217461.4552,5163.400809148108
2021-04-29,2021-04-29,2021-04-30,54808.957932854,55158.002206348,52390.855946766,53610.429064522,78228039365.63628,1006900370692.3308,959.5330620405293
2021-04-28,2021-04-28,2021-04-29,55007.123595303,56159.305244012,53877.6504657,54766.539300399,79980719164.69644,1023297672247.4186,2059.9934174999507
2021-04-27,2021-04-27,2021-04-28,53993.067739073,55392.545776256,53305.02,54924.014700428,88040474935.70862,1019353281891.478,2161.818937111355
2021-04-26,2021-04-26,2021-04-27,49045.573224645,54229.301378494,48817.993817532,53954.40656687,97639482840.27106,988564795880.4296,1136.560923135774
2021-04-25,2021-04-25,2021-04-26,50069.186874544,50471.37,47199.806670593,48987.681638512,73945549997.83684,927035095761.8907,-3885.8138856398073
2021-04-24,2021-04-24,2021-04-25,51084.098508532,51084.098508532,48769.318568821,50007.715949987,118673612341.0492,934950269595.5848,-2921.4294545823795
2021-04-23,2021-04-23,2021-04-24,51740.14985221,52049.554245881,47731.2,51020.041151817,172670297787.2005,931686556046.2334,-1964.7541331699613
2021-04-22,2021-04-22,2021-04-23,53868.59,55331.427986936,50591.899618194,51843.679797905,127377801203.73653,1005208001116.4878,-1196.7653674995381
2021-04-21,2021-04-21,2021-04-22,56453.86,56715.885279141,53714.77,53889.33,114642171908.68784,1035703581381.6178,793.2349541778822
2021-04-20,2021-04-20,2021-04-21,55653.851876131,56983.76,53488.26,56363.62,122923034039.2283,1036449270399.1388,3211.875073760304
2021-04-19,2021-04-19,2021-04-20,56183.520461118,57424.305365971,54333.899600625,55653.244867317,139509205538.41348,1052425348213.242,2445.8500606597227
2021-04-18,2021-04-18,2021-04-19,60028.39,60274.64,52569.439888707,56037.128717561,185812398998.3413,1045652144527.6986,2774.0840304861413
2021-04-17,2021-04-17,2021-04-18,61342.968880339,62420.539256881,59767.22,60078.27,159749829773.17035,1144740077837.9856,6759.575432507561
2021-04-16,2021-04-16,2021-04-17,63207.09,63493.56,60153.645486345,61504.768623643,165610153604.99374,1152385884372.2844,8130.424175732973
2021-04-15,2021-04-15,2021-04-16,62999.982633146,63628.83,62090.5,63183.14,169238154522.35883,1174837897129.074,9753.145671672391
2021-04-14,2021-04-14,2021-04-15,63545.12,64816.101873759,61529.32,62628.975942463,173884088327.92194,1184937003554.743,9143.331733717816
2021-04-13,2021-04-13,2021-04-14,59868.27,63720.71,59868.27,63528.48,158430038672.48877,1161411096747.817,9987.185910837237
2021-04-12,2021-04-12,2021-04-13,60007.793017067,61095.008730683,59586.154028218,59940.53,100979406140.75008,1123013039967.3755,6343.586030419654
2021-04-11,2021-04-11,2021-04-12,59716.553420893,60590.055143333,59246.503904371,60018.28649422,97875436776.96034,1117365110731.6228,6365.692644222079
2021-04-10,2021-04-10,2021-04-11,58135.35,61210.69,57951.923907836,59747.436800736,103026133874.74176,1118708770341.1785,6039.1930703205
2021-04-09,2021-04-09,2021-04-10,58077.06,58841.41,57722.220559993,58159.44,77270327841.63026,1087296640269.736,4395.546389166921
2021-04-08,2021-04-08,2021-04-09,55872.863775655,58087.980725351,55819.741035944,58019.88,104686589216.23338,1067929892061.7366,4200.336508749337
2021-04-07,2021-04-07,2021-04-08,57979.296824399,58627.112892427,55558.496987732,56073.471560786,109029801399.0376,1064137361929.3364,2198.2781891177583
2021-04-06,2021-04-06,2021-04-07,59096.001689842,59398.742893012,57599.943563651,58093.238332403,104554598225.67928,1091770394390.8816,4162.395080317168
2021-04-05,2021-04-05,2021-04-06,58197.978729273,59134.63,56844.948892987,58777.739363776,97931171132.71126,1084528725630.7042,4791.246231272591
2021-04-04,2021-04-04,2021-04-05,57092.446157657,58412.534020509,56589.619340368,58215.19,104713372859.30452,1077506387550.9282,4173.046987079011
2021-04-03,2021-04-03,2021-04-04,58975.833538924,59690.998041732,57022.931472565,57139.137960369,91212846892.23167,1100367640719.8984,3041.34506703043
2021-04-02,2021-04-02,2021-04-03,58727.648378485,60063.776357555,58529.498116334,58963.327596364,105128774133.54964,1106625591884.8916,4809.884822607848
2021-04-01,2021-04-01,2021-04-02,58751.790587493,59319.270690471,58147.844868494,58755.615177915,115654009708.86974,1099175922465.8892,4546.522523741274
2021-03-31,2021-03-31,2021-04-01,58763.827956315,59777.71,57447.36,58719.454369704,102853343111.27644,1095749772784.0088,4454.711835112692
2021-03-30,2021-03-30,2021-03-31,57612.522985506,59311.038575993,57140.7,58693.948561784,98089413349.6299,1089305782131.2916,4373.55614677511
2021-03-29,2021-03-29,2021-03-30,55748.632014917,58339.973951146,54994.35,57664.850966586,91499980031.03542,1062399656260.8448,3288.8086711595315
2021-03-28,2021-03-28,2021-03-29,55841.634784662,56489.17,54850.21,55861.95,82011404713.58173,1042070133008.1964,1430.2578241559531
2021-03-27,2021-03-27,2021-03-28,55008.056535533,56456.803917721,54033.568678451,55917.880112079,88506866566.9326,1029633507508.1704,1430.5380558173783
2021-03-26,2021-03-26,2021-03-27,51355.704557906,55002.769793935,51355.704557906,55002.769793935,108542946098.89214,992845345259.7604,459.77785725577996
2021-03-25,2021-03-25,2021-03-26,52382.797866628,53139.130244138,50572.98432636,51412.192011042,131460234153.92424,972876679744.1348,-3186.449806054792
2021-03-24,2021-03-24,2021-03-25,54464.941296883,57028.63,52075.590680334,52584.785401622,99933043546.1793,1029272089119.4928,-2069.5062958923736
2021-03-23,2021-03-23,2021-03-24,54185.29357863,55799.02,53213.99894907,54599.961810643,109449851792.81044,1020684367089.926,-109.97976728895446
2021-03-22,2021-03-22,2021-03-23,57384.45757667,58200.01,53833.723780522,54249.990775698,92548643674.98071,1059665036029.6736,-515.6006826515295
2021-03-21,2021-03-21,2021-03-22,58057.69,58549.97,55928.752149681,57392.205695478,95572143441.6789,1068857787372.2864,2570.964356710887
2021-03-20,2021-03-20,2021-03-21,58098.078393289,59869.85,58016.579631578,58219.82,87958442364.3281,1096422104535.9304,3342.9287808153094
2021-03-19,2021-03-19,2021-03-20,57666.273208078,59448.831135223,56348.064844074,58091.623667025,101631795534.46152,1087318165332.2468,3159.082567422731
2021-03-18,2021-03-18,2021-03-19,58891.031996406,60024.601875333,57287.611931323,57687.520560171,113184110344.01256,1090993900551.086,2699.3295801511485
2021-03-17,2021-03-17,2021-03-18,56857.306066143,58863.677485496,54376.494725263,58711.978740212,103479709533.5446,1047096715188.0652,3668.137879774571
2021-03-16,2021-03-16,2021-03-17,55571.193837491,56788.88400522,53393.033648816,56455.998436302,129824122177.71211,1032475724522.9332,1356.5076954469914
2021-03-15,2021-03-15,2021-03-16,59150.403028178,60550.874707961,55338.280935723,55723.949158947,127943028372.5734,1072861279123.0306,568.8085376743984
2021-03-14,2021-03-14,2021-03-15,61219.3484261,61617.996614711,59380.018943745,59380.018943745,122350418659.2234,1127962802204.3772,4169.228442054824
2021-03-13,2021-03-13,2021-03-14,57250.137875209,61662.205960194,56089.273978716,61297.997385093,133874862330.59612,1096783082569.1348,6031.557002985239
2021-03-12,2021-03-12,2021-03-13,57716.881672776,58031.000810363,55195.349719158,57278.155019056,132357056562.19308,1059963767316.9438,1956.0647565306645
2021-03-11,2021-03-11,2021-03-12,55865.299828819,58131.335829341,54483.025390398,57633.699811129,138622973047.75595,1049412610454.1602,2255.9596681860858
2021-03-10,2021-03-10,2021-03-11,54854.79160754,57286.432450221,53174.377203494,55998.739272912,120454358101.13034,1032239421687.4232,565.349249551502
2021-03-09,2021-03-09,2021-03-10,52265.016204683,54839.979170391,51976.019157041,54759.461685978,117158259798.89165,1006047046299.8694,-729.5782178000736
2021-03-08,2021-03-08,2021-03-09,50934.444601724,52326.862441311,49375.174275611,52326.862441311,101647849696.18729,946662347610.6324,-3217.8273428846514
2021-03-07,2021-03-07,2021-03-08,48872.693979548,51409.226747725,48872.693979548,51409.226747725,86479140578.54686,935917409235.7894,-4191.112916888233
2021-03-06,2021-03-06,2021-03-07,48819.984558032,49081.953510424,47155.957542722,48884.800434591,97560333723.04031,901644582923.7635,-6771.189110439809
2021-03-05,2021-03-05,2021-03-06,48450.016215223,49389.980902438,46414.588639148,48901.915683951,117859323450.23126,889473556807.4288,-6809.723741497386
2021-03-04,2021-03-04,2021-03-05,50451.119242724,51738.864851054,47633.154237724,48523.779583539,119186130857.47658,920924781727.3862,-7243.509722326984
2021-03-03,2021-03-03,2021-03-04,48466.456336849,52513.115293311,48144.564786964,50593.579779577,108365200914.1684,939512750119.2106,-5229.359406706564
2021-03-02,2021-03-02,2021-03-03,49589.983816828,50179.372781384,47150.26015529,48245.59608153,111601588572.5958,905796140014.7062,-7632.992985171142
2021-03-01,2021-03-01,2021-03-02,45109.070026715,49752.650170761,45015.584230531,49557.936855621,112766464735.36375,886579969867.6401,-6376.302091497717
2021-02-28,2021-02-28,2021-03-01,46132.387057359,46540.991962894,43164.542809999,44986.744834586,94856286509.80986,834743254119.4801,-11003.143992950296
2021-02-27,2021-02-27,2021-02-28,46266.026627925,48346.552952293,45136.062526661,46202.313746958,119956885361.7064,878310825155.0222,-9843.224960995874
2021-02-26,2021-02-26,2021-02-27,46986.597533968,48380.671216384,44499.997793876,46205.257719958,136768565573.61696,868707953809.0167,-9895.93086841346
2021-02-25,2021-02-25,2021-02-26,49668.13321001,51791.921327804,47264.216595606,47372.377990661,124602948614.8466,931552716323.3296,-8784.460478128036
2021-02-24,2021-02-24,2021-02-25,48889.930494258,51223.540344033,47169.071104729,49577.667053636,174558097499.38934,927168184009.3646,-6634.821295570611
2021-02-23,2021-02-23,2021-02-24,54099.980661749,54099.980661749,45256.179829757,48514.382154476,212151513117.8704,913257487103.7424,-7753.756075148194
2021-02-22,2021-02-22,2021-02-23,57411.011820817,57411.011820817,49410.201627632,54153.655191753,149261235644.12186,1019306544378.4252,-2170.1329182887857
2021-02-21,2021-02-21,2021-02-22,55969.530622648,58301.831486473,55560.541830753,57367.946141722,139771860152.9566,1062173524746.624,988.5081512626348
2021-02-20,2021-02-20,2021-02-21,55841.110508027,57530.021690749,54753.834239833,56008.787435495,140453622250.90015,1047912759137.8969,-426.3004353819415
2021-02-19,2021-02-19,2021-02-20,51564.717399117,56229.120609577,50856.485178347,55795.155052979,113055134900.88724,989022402978.7488,-695.5826983155275
2021-02-18,2021-02-18,2021-02-19,52091.9258349,52493.726678308,50920.666933165,51656.846873218,120111456625.69244,966867951236.198,-4889.540758494106
2021-02-17,2021-02-17,2021-02-18,49128.607890832,52514.956601818,49088.69796565,52127.620932861,142714894908.7139,948273280355.4424,-4474.416579268684
2021-02-16,2021-02-16,2021-02-17,47927.987260302,50344.017500916,47187.624536482,49261.050774171,128596282134.78947,909963253204.201,-7396.636618376258
2021-02-15,2021-02-15,2021-02-16,48643.603406616,48884.837314601,46167.980204254,47981.977492583,121933582464.31572,890979166011.1172,-8731.359780381841
2021-02-14,2021-02-14,2021-02-15,47123.820707547,49566.060732911,47123.820707547,48673.329709376,144739442865.15906,904294295184.942,-8095.657444006421
2021-02-13,2021-02-13,2021-02-14,47299.703224291,48089.521489205,46402.367688975,47056.769564544,143039618394.03668,879475823410.589,-9767.867469255994
2021-02-12,2021-02-12,2021-02-13,47991.937162717,48654.384425336,46459.805609765,47622.56892074,137346856098.88524,885659635122.4756,-9257.717993477578
2021-02-11,2021-02-11,2021-02-12,44809.542155379,48523.099663924,44049.822985271,47680.424437754,125776147417.46043,860969534626.3812,-9255.512356881169
2021-02-10,2021-02-10,2021-02-11,46504.799902823,47281.526416141,43864.280561659,44866.502278149,129490884290.81744,852080990171.5688,-12125.084396903752
2021-02-09,2021-02-09,2021-02-10,46533.336937715,47893.551624022,45164.667993773,46511.520580186,183198175979.178,868140615964.038,-10535.715975284329
2021-02-08,2021-02-08,2021-02-09,38857.116947072,46225.496408246,38044.110471874,46225.496408246,118889434701.5687,766279221913.979,-10877.390027641908
2021-02-07,2021-02-07,2021-02-08,39260.740661719,39654.670372592,37389.634955593,38888.638236331,102991144866.25604,720053161966.9513,-18269.89807997449
2021-02-06,2021-02-06,2021-02-07,38300.044187397,40858.551618965,38288.9866536,39191.507551212,106251967992.13086,742154277235.7987,-18022.678645511063
2021-02-05,2021-02-05,2021-02-06,36977.782665012,38280.062918168,36634.285663123,37945.964473995,100182647822.41148,699542082662.3137,-19323.871603145642
